v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,target
73.62,59.42,77.73,15.08,402.01,251.76,2441.9,0.67,0
67.15,77.09,66.48,42.62,1001.41,257.95,2602.21,0.85,0
53.16,85.56,60.94,10.77,1451.78,256.74,1560.64,0.5,1
114.72,87.19,119.91,48.53,1041.18,149.65,1627.63,0.24,1
99.2,54.28,104.52,36.76,1275.15,220.09,1535.36,0.96,1
86.77,62.71,80.09,17.4,602.84,302.56,2830.96,0.45,1
115.24,45.98,74.3,11.12,1067.28,130.75,2721.57,0.79,1
129.59,48.86,108.73,41.14,192.46,224.67,2277.74,0.64,0
112.7,102.59,128.17,12.48,1011.58,167.72,2051.94,0.71,0
92.55,45.33,115.31,28.25,756.17,295.51,2576.95,0.98,1
50.94,89.31,111.99,32.62,919.46,180.52,2905.18,0.42,0
93.16,81.55,95.95,14.38,1089.76,159.22,2472.58,0.93,1
94.98,86.0,86.5,35.2,1235.95,182.75,1480.81,0.24,0
127.02,86.57,123.85,23.34,101.39,197.22,2712.73,0.44,0
52.03,69.52,69.3,36.78,1426.15,244.79,2782.85,0.31,1
98.63,99.82,77.17,18.6,1032.66,168.45,2765.89,0.6,0
81.01,92.55,109.06,44.96,185.45,151.01,2081.74,0.64,0
72.15,75.28,111.21,30.08,1276.25,335.21,1729.26,0.97,0
87.01,85.17,63.59,39.27,985.55,331.34,1391.21,0.52,0
74.61,79.09,66.41,12.49,278.38,146.31,2862.88,0.56,0
59.75,57.53,118.12,36.46,1313.5,101.36,1356.03,0.81,0
107.61,98.29,107.72,24.05,920.91,261.59,2569.45,0.75,0
115.88,65.01,89.07,15.04,520.35,250.95,2262.19,0.89,1
95.73,99.8,120.11,22.91,927.33,254.71,2048.32,0.58,0
61.4,99.06,115.34,17.06,390.54,282.23,2784.08,0.39,0
70.89,75.09,119.6,47.29,936.37,307.46,1995.26,0.96,0
119.87,107.79,60.67,49.32,308.61,121.82,2801.04,0.59,0
91.71,72.86,89.59,43.81,777.19,216.0,2267.97,0.49,0
99.33,46.03,118.18,11.84,328.73,185.83,1559.38,0.45,0
106.58,44.23,63.03,44.76,190.02,349.21,2082.79,0.72,0
74.23,49.78,124.1,47.23,1257.08,93.78,1998.88,0.91,1
87.78,42.69,71.3,29.63,1478.03,154.01,2442.72,0.98,1
77.91,87.38,127.8,10.01,235.41,177.64,2196.46,0.3,0
127.62,89.64,108.23,41.98,1168.59,336.81,2195.06,0.57,1
53.2,71.99,85.98,29.25,859.22,180.14,2838.05,0.23,0
70.76,85.66,126.43,38.95,554.71,102.02,2869.45,0.89,0
116.52,75.8,87.54,32.36,415.37,205.34,2360.63,0.6,0
110.8,66.61,77.37,41.01,966.33,204.53,2372.69,0.76,1
107.31,107.31,68.0,15.74,144.29,201.28,2783.95,0.54,0
58.95,64.66,83.34,36.08,555.33,82.39,1700.32,0.34,0
98.8,69.04,118.99,47.54,647.68,306.48,1593.25,0.38,0
57.51,99.74,103.43,17.23,1414.82,83.85,1351.35,0.63,1
126.61,86.16,118.86,15.16,1409.27,99.13,1473.56,0.87,1
125.69,81.19,79.49,23.67,815.37,337.93,1524.24,0.84,1
117.26,63.82,99.95,44.12,236.78,302.23,1839.13,0.78,0
62.51,48.02,51.25,34.73,258.5,264.27,2794.24,0.44,0
127.12,42.69,104.42,23.03,1166.11,344.01,1789.0,0.96,1
88.57,63.03,55.93,43.15,1037.01,329.09,1993.89,0.7,1
66.35,45.99,109.74,26.34,1468.94,164.85,1630.59,0.38,1
55.23,48.88,123.93,33.38,1168.47,165.59,2647.65,0.43,0
66.39,83.62,61.93,34.62,377.96,210.03,2210.34,0.58,0
93.99,90.43,76.57,38.52,1483.55,238.06,1662.31,0.81,0
122.2,107.67,72.3,16.12,588.75,252.31,2429.22,0.84,0
113.89,106.81,102.33,40.21,128.88,299.8,1336.32,0.75,0
53.14,91.26,117.9,28.6,1459.86,182.84,2909.41,0.75,0
109.42,69.24,79.05,23.8,523.44,146.22,1624.01,0.3,1
125.92,56.26,53.24,15.87,1496.57,153.51,1988.38,0.48,1
60.46,51.27,85.95,44.37,866.26,243.49,2734.59,0.84,0
108.08,91.7,107.39,42.72,847.07,81.66,2186.6,0.69,0
101.64,51.38,114.83,31.75,1318.5,147.27,2799.4,0.73,1
52.96,83.62,71.83,28.39,532.64,243.33,1829.68,0.99,0
69.52,44.02,93.65,11.91,693.53,343.26,1850.42,0.51,1
78.74,81.03,70.72,20.47,579.98,151.98,1416.36,0.73,0
121.77,44.47,111.01,46.51,247.65,170.39,2520.55,0.68,0
59.19,96.87,127.61,48.62,140.08,289.62,1836.85,0.81,0
63.97,90.13,74.28,23.67,950.89,231.63,2743.4,0.25,0
94.27,53.39,50.38,45.63,992.84,182.18,2399.99,0.97,1
52.54,56.21,68.99,40.96,1130.88,231.46,1940.11,0.73,0
110.32,71.94,99.35,40.03,773.57,94.46,1744.35,0.97,1
125.26,97.59,56.72,31.34,1190.66,156.64,2765.28,0.29,1
107.18,70.73,92.49,49.29,1264.31,139.65,2401.89,0.67,1
93.34,45.26,99.15,37.75,734.38,217.83,1361.31,0.36,1
119.87,54.41,67.33,42.5,894.55,139.61,2193.9,0.39,1
83.27,86.42,109.22,20.05,113.62,261.99,2760.68,0.59,0
115.26,67.82,104.64,27.73,992.2,185.28,2944.87,0.55,1
105.83,86.02,101.68,19.87,974.78,139.24,1810.03,0.24,1
87.6,58.34,79.87,38.99,1151.48,166.01,2870.91,0.57,1
77.43,102.39,84.99,49.3,421.77,121.95,2909.96,0.45,0
91.98,86.08,53.18,38.26,379.11,133.4,2982.57,0.64,0
61.16,70.48,52.28,43.28,547.77,130.54,2041.3,0.73,0
66.43,48.91,124.21,15.91,1141.44,140.88,2834.83,0.53,1
111.1,69.35,102.77,39.22,1264.41,91.37,1416.42,0.47,1
114.55,100.44,121.46,45.91,164.97,309.69,2870.95,0.82,0
57.49,51.76,127.2,49.71,970.55,159.56,2598.76,0.98,0
72.15,57.02,119.94,38.11,1469.68,109.73,1843.03,0.4,1
58.12,96.13,113.08,41.82,1196.21,205.78,2418.35,0.72,0
74.63,78.69,89.67,37.82,862.37,299.13,1315.9,0.67,0
97.7,64.92,50.2,18.41,1281.71,315.94,2850.0,0.65,1
67.5,50.94,118.22,35.91,130.56,154.08,2343.91,0.34,0
106.72,66.77,51.85,35.38,241.57,108.39,1931.63,0.97,0
82.57,98.08,101.43,44.28,1018.91,228.53,1330.02,0.98,0
62.13,93.35,53.83,14.28,627.92,299.55,2924.4,0.53,0
68.98,82.57,112.72,31.58,612.95,104.6,1366.62,1.0,0
71.98,89.61,98.9,43.15,660.57,216.52,2413.64,0.41,0
88.49,60.46,79.66,29.84,977.4,282.66,2395.42,0.99,1
110.94,63.58,76.87,46.88,1317.68,139.77,2199.5,0.97,1
120.95,81.93,75.14,23.11,182.33,156.79,1432.15,0.98,0
94.59,63.33,64.81,10.53,1482.79,131.58,2664.5,0.97,1
62.7,103.65,122.48,25.97,214.52,249.22,2646.29,0.85,0
69.76,109.05,103.76,34.33,596.66,336.2,2837.97,0.42,0
83.75,70.99,50.66,45.91,1013.44,160.82,2142.26,0.34,1
97.48,40.05,126.19,11.0,1367.55,301.28,2918.04,0.89,1
97.39,87.15,97.18,43.74,1324.93,167.85,1688.8,0.32,0
68.59,104.39,107.98,36.46,153.69,217.65,1775.86,0.97,0
99.02,42.03,128.8,15.56,756.29,169.51,2038.47,0.7,1
102.91,91.76,108.08,27.56,103.82,122.55,2092.93,0.27,0
89.55,68.78,76.19,38.38,867.08,75.9,2346.12,0.6,1
73.31,105.65,96.4,10.71,379.48,214.5,1314.69,0.44,0
52.61,99.75,90.97,48.16,211.77,250.76,1357.7,0.53,0
103.35,46.31,63.9,39.29,433.5,137.58,2395.04,0.21,1
67.96,66.34,66.76,19.2,121.82,329.83,2764.77,0.93,0
94.3,57.58,126.02,32.61,785.22,268.82,1329.09,0.45,1
86.1,63.49,111.72,48.1,449.27,197.8,2149.77,0.31,0
63.51,58.77,65.5,23.65,1291.68,109.66,2120.41,0.27,1
68.7,105.56,52.67,18.05,538.09,156.85,1991.4,0.66,0
103.42,76.41,117.48,14.35,631.96,342.28,1527.67,0.62,1
97.78,55.2,70.09,16.89,1432.57,145.78,2837.98,0.59,1
56.35,57.64,60.46,35.08,1472.92,190.51,1706.35,0.31,1
126.64,54.12,78.15,25.93,320.43,246.13,1304.52,0.88,0
75.01,63.61,76.82,17.72,1359.3,257.14,2887.9,0.45,1
107.77,75.89,76.42,25.54,944.26,233.69,1710.38,0.99,1
106.94,78.43,73.42,45.93,1197.79,238.23,1311.75,0.79,1
126.23,63.45,55.81,19.02,480.31,347.82,1862.97,0.79,1
95.89,62.76,96.4,40.37,400.93,288.69,2605.37,0.65,0
77.64,68.29,112.22,44.96,584.34,254.7,1796.08,0.95,0
94.98,73.96,55.22,26.92,1285.47,304.15,2230.29,0.67,1
104.93,76.29,126.53,46.21,1178.77,335.07,2848.33,0.64,1
99.57,54.72,57.88,39.37,744.99,149.69,1576.59,0.41,1
102.22,79.61,54.44,37.5,1391.07,156.4,2762.71,0.58,1
121.84,108.33,89.44,42.61,169.54,306.63,2057.7,0.26,0
89.39,45.48,129.37,30.6,1094.74,300.35,2459.7,0.65,1
71.86,50.6,85.3,42.18,1320.34,268.19,1875.92,0.68,1
126.04,70.11,76.38,19.91,1404.22,159.19,1664.76,0.48,1
121.53,80.5,113.68,16.08,712.79,299.92,2473.79,0.97,1
56.53,85.34,78.49,19.7,1163.41,260.22,1429.17,0.31,1
80.67,76.36,88.06,31.4,889.05,213.47,2244.29,0.59,0
76.23,48.58,112.46,23.53,964.82,286.68,2722.83,0.93,1
126.41,71.47,92.48,20.07,1143.31,103.07,2979.14,0.53,1
77.06,83.34,112.27,36.89,668.78,194.28,2798.25,0.68,0
75.23,106.44,80.45,29.75,947.6,222.95,1890.29,0.6,0
57.31,86.44,84.92,30.79,1300.26,335.59,2991.47,0.47,0
61.53,68.39,114.23,24.47,392.86,232.85,2138.9,0.63,0
73.67,49.48,112.64,28.38,624.21,313.41,1432.68,0.61,0
95.17,97.87,82.57,29.82,158.71,301.1,1548.13,0.62,0
57.81,107.89,73.32,28.87,430.07,198.99,1547.46,0.59,0
79.52,58.8,90.04,20.54,321.72,86.54,2696.05,0.37,0
90.9,100.28,55.93,20.63,694.21,110.19,1401.9,0.25,0
123.66,89.25,72.55,22.37,650.51,193.57,1791.58,0.32,1
91.87,85.22,117.55,18.61,1099.77,222.46,2449.05,0.83,0
116.51,100.39,58.36,41.21,1249.6,113.08,2486.22,0.67,1
123.79,60.35,118.69,27.76,844.6,332.13,2160.35,0.43,1
101.28,102.32,50.7,29.79,1057.77,280.99,2044.09,0.74,0
66.67,101.88,56.93,15.54,1280.22,75.57,1698.08,0.56,1
97.72,103.76,59.93,36.16,404.49,145.38,1679.76,0.35,0
64.02,53.77,67.4,31.91,980.67,108.17,2252.01,0.47,1
123.14,54.85,65.85,16.91,316.8,245.74,2828.52,0.42,1
79.96,67.55,79.89,29.99,1122.0,100.4,2384.85,0.69,1
62.71,56.85,62.45,28.85,635.22,83.39,2303.38,0.44,0
63.8,48.86,122.69,44.96,1181.28,87.46,1633.53,0.88,1
99.61,84.14,64.61,36.6,907.55,317.88,2606.74,0.82,1
99.62,84.74,127.7,46.31,286.13,243.94,2012.25,0.84,0
81.92,81.01,63.59,15.11,750.29,311.32,1399.14,0.63,0
117.07,77.01,83.02,31.4,1246.53,311.47,2141.32,0.65,1
111.09,59.98,98.74,42.89,881.35,349.56,1844.48,0.65,1
77.35,54.71,122.44,46.38,1275.87,240.0,2311.43,0.56,1
127.43,49.16,91.24,10.49,896.32,82.33,1611.44,0.4,1
69.0,82.27,125.23,11.23,1037.65,219.17,1692.17,0.4,0
70.98,106.66,85.85,44.22,620.25,349.45,2538.06,0.56,0
118.4,72.01,114.3,42.3,1061.56,249.99,1488.1,0.42,1
67.5,63.05,64.95,46.95,1471.22,114.12,1846.39,0.9,0
129.69,89.29,64.13,34.13,483.67,98.92,2735.1,0.23,0
124.48,53.39,58.06,49.54,145.22,246.95,2821.87,0.65,0
129.66,59.03,121.56,42.98,1232.32,112.76,2479.82,0.35,1
79.42,56.67,107.12,43.32,421.75,179.58,1465.22,0.99,0
126.54,78.44,93.07,31.55,1226.8,324.68,2837.61,0.22,1
50.97,58.02,127.25,47.23,1397.27,335.52,2395.81,0.44,0
53.12,61.48,94.08,38.37,1167.96,122.64,1873.01,0.58,0
110.82,109.5,69.53,41.79,244.59,155.55,2742.25,0.69,0
97.04,70.86,62.09,30.49,449.81,294.66,2820.86,0.47,0
115.4,71.28,87.9,47.36,1198.5,301.38,1656.3,0.21,1
77.98,70.33,129.59,45.3,325.52,315.38,2194.21,0.67,0
68.22,97.25,106.44,41.14,887.11,306.77,1510.24,0.95,0
129.16,51.7,92.37,41.1,1224.26,221.21,1817.14,0.58,1
55.68,67.74,75.89,37.74,652.33,126.7,2528.33,1.0,0
88.04,57.45,79.69,37.65,342.29,192.62,1597.12,0.67,0
64.46,106.43,86.17,32.08,1451.77,298.68,1784.25,0.37,0
55.36,107.86,92.6,46.87,1308.74,239.12,2856.81,0.24,0
108.79,87.0,88.53,19.67,471.94,134.57,1697.44,0.3,0
58.2,41.54,103.7,15.63,528.94,276.14,2598.98,0.85,0
123.2,97.47,96.39,15.06,1057.02,290.98,1489.5,0.91,1
109.04,96.77,118.24,12.38,567.28,279.06,2709.69,0.73,0
65.75,104.7,128.72,35.26,1436.29,229.07,1810.19,0.4,0
54.76,100.31,128.85,34.41,343.83,221.85,2774.98,0.45,0
65.51,105.59,94.44,49.61,1408.39,78.01,2218.82,0.63,0
56.21,94.57,98.45,41.7,1416.58,170.15,2482.86,0.44,0
54.13,94.88,125.59,28.15,453.32,230.71,2293.63,0.22,0
90.27,71.43,109.87,37.24,1261.56,289.34,2022.63,0.6,1
72.66,72.83,72.79,17.72,1051.66,173.87,1412.59,0.45,0
112.39,79.31,98.02,33.01,168.99,269.96,2128.93,0.4,0
67.65,73.16,60.53,13.33,1299.47,266.67,1509.61,0.98,1
82.15,67.1,112.71,34.16,381.12,171.64,2104.18,0.38,0
102.13,88.5,110.68,31.17,1333.9,149.99,2767.55,0.25,1
68.6,77.89,86.85,38.5,252.62,90.87,1779.22,0.96,0
78.83,71.65,61.26,49.35,1375.83,265.67,1384.12,0.72,0
107.45,94.8,97.86,27.61,1262.1,238.3,2209.26,0.49,1
121.1,43.64,109.69,43.2,675.62,253.17,2919.69,0.46,1
82.12,60.32,64.96,46.85,742.34,145.88,2124.41,0.79,1
81.34,45.59,95.52,26.31,614.56,244.59,2291.11,0.91,1
116.37,61.38,60.97,34.04,721.79,153.18,1555.01,0.4,1
99.11,96.36,96.31,34.52,854.59,256.95,1384.99,0.91,0
93.56,63.6,77.08,15.2,1414.7,310.79,2701.78,0.58,1
53.33,44.08,125.35,19.8,779.07,144.09,2193.55,0.48,0
59.21,71.76,84.53,26.12,888.53,313.9,1717.49,0.99,0
80.94,91.07,56.04,14.62,283.98,102.9,2450.04,0.65,0
86.65,105.44,92.57,48.17,925.42,88.38,2989.45,0.27,0
51.44,58.7,129.33,34.88,292.92,202.65,2166.99,0.39,0
122.0,106.86,117.89,35.1,633.51,263.89,2083.54,0.78,0
73.3,100.06,70.82,37.54,438.4,298.02,1795.12,0.74,0
55.93,85.11,108.18,48.3,104.17,180.29,1557.37,0.63,0
70.53,58.8,88.5,31.85,268.51,181.73,2989.28,0.31,0
106.5,42.12,86.48,38.03,332.16,158.53,1381.57,0.94,0
78.26,55.36,79.88,43.12,751.47,348.48,1992.51,0.59,1
74.23,68.77,90.52,45.28,1113.01,111.61,1458.99,0.63,0
51.97,68.18,81.17,40.8,931.62,216.13,1792.53,0.8,0
100.61,48.14,113.65,27.99,189.38,278.39,1335.06,0.62,0
71.25,58.55,110.3,21.88,494.5,133.1,2165.56,0.41,0
51.09,60.23,95.02,36.45,822.08,336.04,2897.05,0.96,0
59.06,42.87,126.29,27.96,1086.5,187.71,2489.65,0.53,1
119.84,101.07,97.3,28.89,1204.54,210.1,2596.68,0.2,1
103.66,75.35,125.3,24.1,422.51,335.46,2070.99,0.53,0
59.8,69.03,82.51,44.49,1037.78,258.74,2849.18,0.88,0
103.78,83.14,100.27,25.82,313.42,106.18,2508.81,0.67,0
69.26,53.55,55.04,37.15,1296.19,87.77,1501.93,0.61,1
74.26,42.93,99.96,46.25,921.63,87.33,1359.47,0.87,1
129.95,96.8,103.77,18.98,465.11,146.01,2686.25,0.39,0
89.15,52.1,88.55,28.37,662.55,300.63,2367.92,0.7,1
94.28,82.99,51.09,35.83,459.76,225.46,2794.46,0.24,0
91.72,43.29,59.07,34.24,219.05,241.34,2436.32,0.44,0
72.46,88.42,111.85,25.03,265.43,249.7,2436.49,0.8,0
118.1,68.73,74.79,27.26,1461.06,252.7,1974.66,0.95,1
75.95,42.54,127.59,11.9,1306.07,230.46,2046.34,0.45,1
56.45,58.56,62.43,40.5,1461.74,179.11,2741.56,0.56,1
127.59,59.58,129.19,23.81,828.25,340.16,2505.75,0.6,1
121.61,101.23,119.66,33.54,881.4,108.46,2928.26,0.36,0
122.49,77.96,114.91,49.6,1477.97,84.85,2756.37,0.77,1
81.32,83.07,69.57,48.31,1150.05,297.63,1468.43,0.21,0
72.79,41.74,58.85,27.56,943.43,325.75,2812.05,0.31,1
57.84,72.35,79.28,26.63,1475.22,223.01,1801.11,0.78,1
122.19,108.32,129.01,35.55,722.5,176.59,2772.97,0.35,0
120.39,78.64,74.2,18.15,300.2,235.24,1628.81,0.67,0
102.75,91.5,91.92,47.01,779.26,187.81,1951.39,0.81,0
100.58,84.1,88.02,45.67,917.97,163.6,1995.01,0.66,0
121.53,98.74,107.02,11.79,709.86,104.9,1314.02,0.9,1
77.91,41.28,121.05,37.68,829.53,203.54,1526.8,0.68,1
52.02,40.39,53.19,48.87,408.09,290.65,1880.4,0.52,0
52.12,78.01,97.1,19.31,306.48,170.0,1960.97,0.37,0
74.97,88.67,112.34,14.01,1397.45,253.92,2468.59,0.51,1
96.76,53.96,84.03,48.13,602.32,87.55,2727.19,0.51,1
121.05,107.15,68.49,18.96,1118.1,317.19,2529.34,0.21,1
119.75,49.52,103.02,20.11,1495.55,349.29,2352.52,0.59,1
81.68,106.82,77.24,21.28,1080.87,168.04,2820.49,0.99,0
65.89,105.34,128.6,18.57,1296.98,171.08,1611.81,0.6,0
63.03,77.68,115.69,46.73,942.53,302.65,2450.21,0.83,0
115.47,100.14,89.36,36.95,860.0,230.49,1857.03,0.91,0
79.06,86.29,77.6,42.92,1459.28,302.31,2473.39,0.73,0
52.06,91.71,62.29,17.09,1031.54,315.2,2025.28,0.25,1
110.5,88.9,118.1,31.48,675.04,279.61,1955.34,0.59,0
63.88,78.87,92.73,11.15,1185.79,290.07,1539.72,0.54,1
85.01,71.74,93.65,46.33,832.29,314.44,1617.95,0.86,0
56.1,75.27,107.42,38.33,731.74,246.4,2476.37,0.2,0
117.76,69.81,106.95,19.72,232.84,103.28,1468.43,0.22,0
115.98,68.16,123.19,22.63,576.4,140.2,1906.46,0.52,1
100.19,88.07,129.86,39.06,985.41,136.69,1515.3,0.56,0
111.54,79.91,74.6,41.6,654.08,203.52,2121.52,0.23,1
92.31,106.52,60.67,31.03,405.2,193.73,1892.24,0.67,0
103.11,60.39,73.74,21.48,1146.42,215.26,2836.91,0.83,1
57.31,45.31,58.27,49.97,527.93,317.1,2472.27,0.73,0
121.97,88.42,96.37,41.17,1475.65,228.84,2906.56,0.9,1
55.45,65.57,121.67,13.72,981.72,244.21,1959.19,0.35,0
87.5,42.41,111.14,15.22,274.87,91.9,1901.74,0.78,0
119.24,75.31,110.44,11.94,223.15,183.13,2153.03,0.45,0
108.42,104.92,93.15,16.58,329.48,171.59,2071.4,0.38,0
50.79,57.97,91.2,46.24,1202.37,236.72,2994.23,0.71,0
86.38,90.5,65.42,21.64,1388.4,187.33,1585.13,1.0,1
110.06,40.65,125.3,17.06,1469.06,223.04,2297.42,0.95,1
79.69,48.42,126.24,23.66,464.95,81.29,2550.82,0.73,0
115.62,64.67,71.51,13.05,984.1,349.38,2131.47,0.35,1
129.02,86.84,101.16,24.97,286.56,312.91,2911.99,0.89,0
107.78,90.31,118.44,11.49,1265.86,346.38,2405.5,0.63,1
128.9,84.22,52.81,44.25,505.57,259.19,1866.16,0.71,1
50.16,61.94,103.21,12.09,782.0,217.81,1373.04,0.43,0
121.29,89.11,60.58,12.78,172.84,162.59,1524.55,0.34,0
55.0,48.26,55.31,40.53,351.21,271.26,1483.46,0.25,0
69.73,67.01,107.92,30.0,1162.54,171.69,2244.24,0.56,0
102.96,92.05,99.54,47.85,1094.99,166.45,1718.48,0.92,0
62.84,60.89,117.34,13.29,1189.87,346.13,1320.79,0.28,1
87.2,71.15,124.86,48.11,532.73,150.59,1702.49,0.73,0
114.23,99.01,89.52,12.74,1395.12,148.87,1665.73,0.58,1
84.12,84.4,98.92,29.27,710.78,284.13,1470.25,0.61,0
124.62,107.96,99.08,26.41,287.72,206.28,1312.6,0.95,0
84.63,41.8,83.55,38.69,1364.01,180.74,2571.35,0.93,1
95.84,78.76,118.49,30.54,905.07,272.22,2510.35,0.34,0
96.18,73.61,98.7,41.8,1044.31,338.32,1696.05,0.94,1
80.71,84.95,65.7,36.47,982.6,186.67,2092.3,0.7,0
60.41,45.08,125.29,40.59,221.53,143.43,2781.16,0.38,0
96.64,66.31,102.5,18.85,1095.74,78.08,2839.94,0.2,1
118.99,85.31,122.48,16.68,1419.33,80.82,2208.03,0.3,1
69.0,54.69,109.07,27.36,520.59,248.85,2786.05,0.89,0
52.4,79.35,90.62,36.45,474.59,242.16,1665.68,0.8,0
72.86,74.85,96.57,29.04,1125.87,197.22,2768.81,0.42,0
101.34,55.93,66.07,40.87,1027.53,164.32,2085.6,0.4,1
114.0,55.99,91.47,44.84,1040.58,233.23,2641.88,0.29,1
74.63,109.66,51.35,30.74,744.98,284.24,2525.75,0.46,0
105.28,52.15,68.76,15.35,808.91,186.62,2998.25,0.34,1
59.4,75.46,87.0,23.05,623.61,215.66,2859.96,0.26,0
94.32,103.57,93.51,14.1,261.58,124.76,2096.48,0.37,0
56.83,41.9,117.65,25.69,213.62,257.7,2072.31,0.5,0
67.56,89.19,68.95,21.99,741.57,343.1,1893.28,0.24,0
109.95,56.38,81.07,30.09,1110.08,247.99,2627.74,0.8,1
118.2,62.35,53.71,42.88,342.39,120.92,1501.5,0.66,0
91.52,87.47,99.21,34.02,1353.61,109.18,1966.23,0.38,0
95.31,105.55,102.6,25.25,977.53,178.98,1547.01,0.91,0
123.19,75.14,88.04,28.95,1412.83,121.2,2775.73,0.85,1
76.69,67.87,83.71,11.72,928.35,106.32,2891.33,0.78,1
110.34,94.08,100.56,25.82,1028.5,330.83,2266.72,0.83,1
105.97,51.98,76.71,27.33,834.47,284.23,1504.26,0.76,1
93.15,59.73,110.34,33.88,600.29,178.68,1594.45,0.24,1
83.49,101.73,94.49,24.95,1379.48,254.35,2261.96,0.78,0
101.9,78.84,54.48,32.13,1214.79,115.42,1568.86,0.59,1
104.85,68.02,76.28,12.07,446.59,136.7,2214.25,0.91,1
118.98,59.21,118.04,30.28,514.29,107.25,2296.7,0.72,1
84.59,53.33,111.19,23.0,1291.54,257.35,2837.83,0.7,1
50.26,43.39,68.48,16.51,1228.89,127.37,1982.33,0.82,1
83.41,66.41,80.53,19.74,527.61,82.68,1529.58,0.42,0
69.32,85.26,90.14,20.66,911.36,164.9,2299.18,0.28,0
125.72,42.24,120.56,48.3,953.18,217.69,2907.51,0.52,1
77.91,106.2,88.91,26.47,591.0,272.18,1621.01,0.67,0
50.13,91.67,59.01,20.79,803.13,299.47,1432.65,0.66,0
108.59,91.34,78.83,38.07,1009.55,193.21,2441.75,0.69,1
99.22,96.51,58.31,31.32,163.64,341.95,1600.28,0.85,0
122.77,104.0,112.28,33.78,160.67,264.69,2341.69,0.94,0
82.43,85.4,120.24,49.22,229.69,80.67,1832.6,0.45,0
53.62,58.03,124.19,32.57,257.88,133.5,2187.62,0.58,0
52.69,58.06,85.68,25.13,1388.71,242.37,2283.97,0.41,1
118.44,63.44,70.0,11.33,1161.39,289.65,1435.49,0.61,1
91.87,53.58,118.53,37.94,396.11,339.01,2664.79,0.41,0
64.47,107.94,121.52,47.13,715.29,329.2,2808.36,0.89,0
121.88,78.78,94.82,46.02,922.82,220.23,2161.91,0.54,1
58.44,103.62,54.12,11.42,873.77,193.95,1920.9,0.75,1
82.26,80.2,91.94,22.6,351.41,184.41,1840.07,0.3,0
51.03,48.83,116.6,20.65,565.02,211.58,2134.42,0.77,0
120.23,45.21,126.63,22.86,104.86,259.24,2920.49,0.81,0
116.82,108.93,60.05,16.36,481.16,301.62,2935.02,0.88,0
107.88,44.88,63.8,35.16,888.74,262.4,2468.92,0.25,1
127.85,49.12,95.95,25.79,594.97,104.28,2411.32,0.94,1
69.23,88.86,82.86,49.69,142.2,206.28,1704.62,0.43,0
101.51,55.07,115.43,30.44,514.38,298.05,2621.5,0.26,1
77.66,98.04,108.92,42.52,874.57,150.39,1827.24,0.5,0
101.59,93.88,55.74,10.75,1458.14,262.76,1471.89,0.8,1
101.8,99.17,80.05,29.23,378.12,252.55,2684.45,0.95,0
126.89,41.17,73.33,24.63,1495.9,96.67,1487.8,0.22,1
73.16,62.14,62.22,23.21,599.07,254.82,2539.78,0.96,0
102.7,72.67,116.95,38.27,816.8,135.34,2304.75,0.72,1
121.84,100.47,113.49,46.17,1457.24,285.73,1313.05,0.98,1
72.7,87.33,84.57,25.81,294.04,348.48,1999.56,0.5,0
84.71,51.01,125.25,47.96,436.63,95.23,1786.09,0.4,0
129.37,102.55,112.54,19.18,182.45,190.21,2781.53,0.42,0
116.0,93.64,83.29,20.36,225.0,298.84,2763.31,0.51,0
57.19,72.27,93.36,25.2,1452.02,115.81,1447.44,0.27,1
71.59,62.21,113.38,19.89,785.47,277.29,2739.21,0.65,0
99.86,63.16,53.94,21.18,153.48,114.93,1993.33,0.31,0
118.0,74.33,109.96,30.53,920.31,280.85,2039.06,0.86,1
84.71,48.9,97.4,23.52,641.88,166.47,1716.19,0.86,1
88.11,78.05,84.8,33.14,1012.0,195.67,2412.16,0.27,0
123.46,60.7,92.2,28.53,951.93,287.8,2903.89,0.82,1
104.49,102.18,90.51,25.31,154.68,331.33,2641.82,0.83,0
104.33,91.47,117.81,42.83,518.18,119.97,2032.09,0.69,0
107.15,82.21,99.27,12.71,1008.52,217.24,2887.81,0.34,1
52.48,46.01,112.48,31.4,894.49,176.9,2206.68,0.61,0
82.26,46.98,104.63,13.72,626.38,129.17,2693.66,0.51,1
94.85,65.56,109.09,30.57,374.97,155.1,2769.66,0.93,0
74.51,99.13,89.04,44.98,1025.14,251.94,2115.35,0.29,0
90.03,54.01,66.33,38.79,410.25,89.36,1552.97,0.95,0
127.57,53.83,114.79,44.81,160.97,222.31,1920.23,0.96,0
65.7,71.01,121.07,23.48,308.74,295.11,2315.2,0.86,0
72.11,46.93,103.92,48.01,1150.03,182.07,2537.92,0.89,1
74.51,76.91,55.11,24.37,185.96,95.59,1708.22,0.44,0
122.87,42.91,83.85,22.66,148.21,323.03,1950.49,0.95,0
102.51,91.27,60.48,44.78,518.2,204.63,1955.77,0.31,0
60.54,48.18,80.68,39.11,591.19,310.82,1449.51,0.81,0
52.66,94.61,94.0,28.46,576.54,91.17,2394.1,0.97,0
90.62,52.84,76.04,22.06,256.05,94.34,2860.61,0.92,0
93.74,57.83,95.46,33.79,375.82,326.45,2331.44,0.26,0
94.92,46.55,95.25,22.6,1340.26,81.3,2543.72,0.91,1
