v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,rel_v_oncoming,rel_v_followed,target
100.75,89.6,60.17,27.45,531.12,261.11,2771.21,0.91,160.92000000000002,11.150000000000006,0
60.25,66.42,98.46,33.0,1448.17,237.93,2168.51,0.23,158.70999999999998,-6.170000000000002,0
127.59,58.8,113.4,47.56,1007.44,175.08,2083.26,0.36,240.99,68.79,1
74.32,105.48,129.66,33.35,586.03,158.95,2952.96,0.34,203.98,-31.16000000000001,0
79.76,102.17,110.01,19.42,1028.84,155.11,1680.64,0.87,189.77,-22.409999999999997,0
129.37,98.07,78.6,33.56,759.73,138.09,2321.87,0.88,207.97,31.30000000000001,1
90.42,104.72,100.31,18.19,619.72,220.03,2920.47,0.49,190.73000000000002,-14.299999999999997,0
97.49,74.11,121.89,41.3,331.87,297.54,1718.83,0.88,219.38,23.379999999999995,0
107.8,56.39,117.45,24.69,1456.06,200.9,2518.47,0.36,225.25,51.41,1
110.49,48.4,89.09,32.2,354.08,115.02,2006.52,0.89,199.57999999999998,62.089999999999996,0
69.77,80.65,69.68,32.11,1054.15,318.06,2110.2,0.58,139.45,-10.88000000000001,0
79.42,71.07,62.38,46.36,627.55,196.42,2440.46,0.25,141.8,8.350000000000009,0
110.75,46.17,79.1,47.95,1382.78,313.09,2555.57,0.28,189.85,64.58,1
97.34,60.36,102.57,36.97,1428.43,155.4,2314.54,0.39,199.91,36.980000000000004,1
88.85,91.55,78.02,12.91,954.71,119.72,2333.3,0.93,166.87,-2.700000000000003,0
97.65,90.12,68.57,44.39,334.66,334.37,2489.48,0.51,166.22,7.530000000000001,0
109.8,100.95,105.43,44.89,1380.53,315.96,1660.62,0.89,215.23000000000002,8.849999999999994,0
74.08,88.54,90.15,16.82,1436.87,259.53,1623.26,0.94,164.23000000000002,-14.460000000000008,1
126.61,88.32,105.25,46.11,943.02,323.41,2676.05,0.28,231.86,38.290000000000006,1
79.42,66.24,103.22,18.99,329.1,304.09,2509.05,0.2,182.64,13.180000000000007,0
56.96,87.57,55.64,29.72,340.12,319.4,2879.72,0.39,112.6,-30.609999999999992,0
115.81,67.26,126.14,31.53,1483.75,266.85,1932.23,0.46,241.95,48.55,1
98.68,51.64,113.55,41.95,904.12,207.96,1424.74,0.26,212.23000000000002,47.040000000000006,1
111.63,73.49,64.69,18.21,1383.06,95.79,2595.74,0.25,176.32,38.14,1
94.92,63.95,111.54,24.86,1351.92,161.61,2582.14,0.25,206.46,30.97,1
119.22,87.91,91.19,10.19,1011.24,246.01,1556.64,0.93,210.41,31.310000000000002,1
116.2,76.31,83.96,22.33,1147.98,141.15,2036.01,0.83,200.16,39.89,1
84.47,60.76,63.0,30.21,868.21,201.29,2635.98,0.91,147.47,23.71,1
60.31,93.37,53.93,26.26,1171.09,184.06,2436.47,0.72,114.24000000000001,-33.06,1
93.15,55.01,103.76,44.49,1164.0,239.17,2686.55,0.7,196.91000000000003,38.14000000000001,1
66.57,65.11,52.73,16.79,910.91,207.4,2594.77,0.51,119.29999999999998,1.4599999999999937,1
89.5,87.07,109.36,44.88,361.12,210.1,2205.91,0.21,198.86,2.430000000000007,0
86.73,73.82,120.54,20.97,1222.69,334.12,1844.16,0.94,207.27,12.91000000000001,1
64.79,58.5,124.89,30.67,323.92,211.31,2888.44,0.22,189.68,6.290000000000006,0
52.02,106.66,94.35,44.42,882.34,129.61,1931.73,0.86,146.37,-54.63999999999999,0
83.71,99.09,71.0,46.69,1309.41,128.85,1323.77,0.76,154.70999999999998,-15.38000000000001,0
53.12,62.09,95.65,25.03,969.22,184.1,2911.88,0.97,148.77,-8.970000000000006,0
64.37,51.44,65.13,34.06,1237.36,193.8,2615.34,0.91,129.5,12.930000000000007,1
98.51,87.39,57.23,47.31,195.69,209.26,1375.33,0.37,155.74,11.120000000000005,0
117.05,95.94,70.48,37.08,906.72,310.81,2187.03,0.76,187.53,21.11,1
97.25,45.5,81.5,37.59,277.87,282.6,2369.51,0.27,178.75,51.75,0
58.9,105.92,122.53,44.38,520.74,128.39,2780.92,0.75,181.43,-47.02,0
116.6,61.47,128.32,13.36,1340.29,345.7,2699.87,0.86,244.92,55.129999999999995,1
71.63,57.02,57.82,11.5,633.61,230.07,2963.18,0.57,129.45,14.609999999999992,1
74.26,54.3,50.43,30.36,410.33,245.68,2139.08,0.63,124.69,19.960000000000008,0
77.16,98.01,113.14,46.33,1404.66,176.36,2823.0,0.98,190.3,-20.85000000000001,0
87.1,86.13,127.28,35.88,203.84,182.26,2178.64,0.79,214.38,0.9699999999999989,0
57.22,43.93,70.37,48.4,581.35,157.11,2459.71,0.7,127.59,13.29,0
64.57,41.54,67.17,26.56,790.62,129.33,1323.4,0.69,131.74,23.029999999999994,1
114.94,78.29,62.66,30.27,653.91,273.64,1841.8,0.27,177.6,36.64999999999999,1
128.46,79.85,63.61,20.83,584.4,206.85,2324.92,0.85,192.07,48.610000000000014,1
123.4,103.71,126.63,25.97,715.75,107.39,2159.91,0.25,250.03,19.690000000000012,0
73.78,50.62,97.15,20.68,102.41,219.52,2210.38,0.31,170.93,23.160000000000004,0
89.67,55.25,86.87,19.29,355.47,330.82,2384.68,0.27,176.54000000000002,34.42,0
103.56,62.19,85.87,30.45,1145.41,167.36,1593.68,0.39,189.43,41.370000000000005,1
68.12,51.23,116.92,13.04,1483.18,158.92,1439.99,0.34,185.04000000000002,16.890000000000008,1
120.97,47.18,66.74,37.14,509.97,130.61,2440.17,0.78,187.70999999999998,73.78999999999999,1
124.99,84.5,127.85,48.78,1037.61,249.17,2535.17,0.64,252.83999999999997,40.489999999999995,1
97.46,40.51,93.84,30.41,1466.25,257.45,1324.32,0.46,191.3,56.949999999999996,1
84.2,99.64,68.69,44.05,491.98,297.26,2436.22,0.92,152.89,-15.439999999999998,0
129.34,88.3,82.01,13.2,1055.97,138.27,2746.38,0.77,211.35000000000002,41.040000000000006,1
77.62,102.58,90.68,12.72,434.18,152.66,2716.42,0.72,168.3,-24.959999999999994,0
107.29,57.28,67.97,48.12,651.15,161.99,1884.87,0.95,175.26,50.010000000000005,1
101.25,109.03,82.16,47.63,780.1,119.68,2249.71,0.61,183.41,-7.780000000000001,0
80.12,45.96,117.63,28.78,755.32,90.66,2519.41,0.36,197.75,34.160000000000004,1
100.07,56.91,106.78,44.25,371.68,246.1,1752.99,0.65,206.85,43.16,0
64.84,63.19,84.72,20.98,1447.19,276.97,2878.83,0.34,149.56,1.6500000000000057,1
58.37,50.6,89.0,24.36,1118.14,324.81,2286.96,0.77,147.37,7.769999999999996,0
60.33,44.38,98.56,33.73,224.95,238.99,2542.92,0.85,158.89,15.949999999999996,0
76.96,106.22,72.26,12.05,176.93,188.59,2993.04,0.6,149.22,-29.260000000000005,0
79.68,78.83,87.66,47.1,376.62,79.41,2291.64,0.55,167.34,0.8500000000000085,0
65.33,99.61,52.32,45.23,1148.99,243.72,1369.42,0.58,117.65,-34.28,0
120.41,63.75,75.05,31.46,880.28,170.2,1390.06,0.6,195.45999999999998,56.66,1
87.13,81.56,50.97,47.12,1020.49,173.95,2970.4,0.98,138.1,5.569999999999993,0
99.49,57.81,71.63,41.82,438.05,235.74,2929.48,1.0,171.12,41.67999999999999,0
100.67,68.48,103.53,47.75,403.09,105.45,2593.71,0.31,204.2,32.19,0
118.35,43.58,57.96,30.13,124.59,188.66,1862.55,0.59,176.31,74.77,0
105.66,80.08,88.6,21.65,1294.36,133.19,2984.18,0.36,194.26,25.58,1
116.09,57.66,66.01,43.91,999.92,173.6,2717.01,0.38,182.10000000000002,58.43000000000001,1
51.33,58.22,100.07,44.22,1331.18,104.85,2872.06,0.66,151.39999999999998,-6.890000000000001,0
110.44,40.63,56.56,42.45,515.91,190.25,1832.66,0.62,167.0,69.81,1
126.05,41.57,118.53,40.16,399.55,317.81,2914.93,0.79,244.57999999999998,84.47999999999999,0
129.83,94.57,89.24,31.0,159.18,306.28,2122.21,0.67,219.07,35.26000000000002,0
88.15,84.08,53.24,11.21,1040.78,153.22,2112.4,0.45,141.39000000000001,4.070000000000007,1
70.69,63.54,76.67,23.39,554.37,338.4,2387.43,0.25,147.36,7.149999999999999,0
63.19,50.4,77.67,40.14,459.96,156.7,2227.82,0.66,140.86,12.79,0
75.36,69.2,99.1,45.83,312.33,297.72,2275.13,0.31,174.45999999999998,6.159999999999997,0
58.08,69.31,109.86,45.51,407.89,284.69,2042.27,0.47,167.94,-11.230000000000004,0
64.52,45.71,82.37,32.51,1267.96,243.65,1779.22,0.93,146.89,18.809999999999995,1
129.2,75.55,118.12,30.28,675.46,303.87,1812.73,0.5,247.32,53.64999999999999,1
113.11,47.13,129.68,32.07,1344.9,84.05,2147.62,0.86,242.79000000000002,65.97999999999999,1
107.47,69.13,59.83,14.21,1459.02,148.49,2684.99,0.38,167.3,38.34,1
66.1,75.41,70.21,11.28,576.63,242.6,1501.5,0.25,136.31,-9.310000000000002,0
82.75,104.17,105.85,21.92,205.48,219.76,1633.72,0.3,188.6,-21.42,0
94.33,102.86,119.37,12.16,1042.79,150.29,1461.78,0.85,213.7,-8.530000000000001,0
112.59,101.57,76.73,30.96,719.46,140.33,1989.1,0.72,189.32,11.02000000000001,0
102.02,85.41,117.26,14.65,1215.21,207.34,2240.38,0.4,219.28,16.61,1
110.54,78.7,84.85,20.71,863.8,172.35,2013.98,0.74,195.39,31.840000000000003,1
84.89,67.66,63.82,47.54,799.75,187.25,2135.47,0.55,148.71,17.230000000000004,0
55.88,77.89,51.98,31.67,562.5,160.06,2639.84,0.6,107.86,-22.009999999999998,0
91.01,103.93,57.58,11.23,461.02,303.93,1613.98,0.57,148.59,-12.920000000000002,0
50.88,109.6,74.1,31.07,1015.33,324.99,2070.7,0.69,124.97999999999999,-58.71999999999999,0
55.7,97.05,66.75,13.02,1376.46,86.14,1651.9,0.64,122.45,-41.349999999999994,1
98.63,68.35,66.49,19.28,979.67,243.69,1949.77,0.32,165.12,30.28,1
62.13,72.48,50.78,23.48,205.67,115.81,1717.38,0.37,112.91,-10.350000000000001,0
77.29,47.73,97.48,27.17,489.09,107.36,2791.17,0.32,174.77,29.56000000000001,0
79.48,62.1,87.87,33.22,1405.49,227.65,2119.21,0.71,167.35000000000002,17.380000000000003,1
57.51,67.02,123.72,32.15,236.16,124.68,2717.29,0.97,181.23,-9.509999999999998,0
91.72,80.74,103.55,40.93,236.61,241.67,1712.54,0.92,195.26999999999998,10.980000000000004,0
100.65,62.87,125.0,42.39,924.31,141.82,1708.55,0.65,225.65,37.78000000000001,1
76.76,107.0,83.63,36.3,1167.13,279.57,2360.57,0.35,160.39,-30.239999999999995,0
127.09,100.94,107.61,17.98,393.19,294.79,1503.81,0.35,234.7,26.150000000000006,0
106.08,67.25,94.97,21.85,1436.85,91.6,1316.54,0.41,201.05,38.83,1
69.63,42.01,126.3,29.37,1253.38,232.8,2404.43,0.39,195.93,27.619999999999997,1
87.5,50.31,129.88,28.43,928.34,110.87,2834.17,0.26,217.38,37.19,1
116.07,76.01,108.39,32.14,852.71,224.06,2391.96,0.52,224.45999999999998,40.05999999999999,1
95.65,96.29,98.32,46.12,340.76,290.85,1967.16,0.88,193.97,-0.6400000000000006,0
78.68,50.84,94.14,38.9,133.55,96.13,1396.07,0.25,172.82,27.840000000000003,0
64.67,63.38,110.28,12.97,974.01,308.41,2789.44,0.44,174.95,1.2899999999999991,0
91.51,80.43,60.47,37.87,241.61,261.91,1445.29,0.66,151.98000000000002,11.079999999999998,0
116.2,90.31,98.3,16.62,481.15,217.14,2003.02,0.74,214.5,25.89,0
69.16,57.39,93.22,29.89,782.42,308.97,2825.12,0.94,162.38,11.769999999999996,0
120.37,108.07,116.66,22.01,304.53,231.82,2658.78,0.6,237.03,12.300000000000011,0
107.06,107.03,112.07,12.84,442.31,250.85,2275.66,0.36,219.13,0.030000000000001137,0
81.78,91.31,63.18,26.86,626.61,321.87,2271.95,0.56,144.96,-9.530000000000001,0
54.89,78.97,65.97,37.52,214.39,225.24,2140.68,0.48,120.86,-24.08,0
80.38,58.29,67.03,21.92,619.13,156.43,2012.08,0.96,147.41,22.089999999999996,1
62.15,53.75,113.24,41.64,1103.57,83.76,1621.18,0.35,175.39,8.399999999999999,0
107.04,52.9,73.14,22.79,943.69,200.32,1528.43,0.96,180.18,54.14000000000001,1
97.92,71.98,123.06,24.44,695.5,300.47,2673.62,0.93,220.98000000000002,25.939999999999998,1
92.89,96.18,56.41,39.44,123.16,264.31,1933.55,0.3,149.3,-3.2900000000000063,0
87.78,57.72,51.69,34.49,868.95,169.25,1488.78,0.73,139.47,30.060000000000002,1
95.74,73.64,118.79,48.1,1382.39,290.16,2346.33,0.9,214.53,22.099999999999994,1
95.88,65.23,81.68,14.42,1460.86,159.53,2972.53,0.79,177.56,30.64999999999999,1
99.77,109.26,120.5,12.05,270.45,128.86,2532.35,0.24,220.26999999999998,-9.490000000000009,0
57.66,61.88,63.49,46.04,1193.01,344.99,1628.17,0.46,121.15,-4.220000000000006,0
91.5,92.0,82.84,36.44,1168.0,82.56,2786.26,0.98,174.34,-0.5,0
71.52,48.06,70.5,37.26,1145.48,195.78,1985.23,0.88,142.01999999999998,23.459999999999994,1
101.39,92.07,111.8,33.08,1264.2,92.39,2845.01,0.73,213.19,9.320000000000007,0
57.13,89.35,63.18,18.58,1001.52,212.05,2472.12,0.78,120.31,-32.21999999999999,1
97.48,95.66,82.28,44.88,1271.71,81.88,2630.02,0.86,179.76,1.8200000000000074,0
67.04,97.57,75.88,12.89,448.19,135.34,2394.54,0.34,142.92000000000002,-30.529999999999987,0
100.88,88.07,58.08,14.57,1487.96,176.68,2100.36,0.67,158.95999999999998,12.810000000000002,1
50.37,65.38,91.63,40.05,871.44,313.7,1773.56,0.84,142.0,-15.009999999999998,0
56.85,68.37,129.79,13.64,173.06,251.38,2534.61,0.78,186.64,-11.520000000000003,0
86.74,85.41,74.3,28.77,1024.0,276.56,2872.2,0.38,161.04,1.3299999999999983,0
113.58,76.35,96.29,29.04,960.91,126.38,1627.31,0.55,209.87,37.230000000000004,1
119.68,45.61,123.1,38.97,987.3,237.54,2237.39,0.48,242.78,74.07000000000001,1
124.34,108.21,71.95,40.18,676.12,289.75,1834.26,0.44,196.29000000000002,16.13000000000001,0
127.12,61.9,72.55,18.62,1490.71,164.55,1496.98,0.71,199.67000000000002,65.22,1
113.58,56.36,90.73,32.82,1397.1,192.71,1724.19,0.79,204.31,57.22,1
123.51,83.94,89.65,21.22,500.02,269.21,1764.64,0.49,213.16000000000003,39.57000000000001,1
97.7,58.95,72.74,49.39,604.09,132.8,2243.32,0.67,170.44,38.75,1
51.24,89.15,110.55,29.7,226.82,117.86,1793.86,0.6,161.79,-37.910000000000004,0
88.11,85.24,71.49,21.47,1293.3,104.94,2313.53,0.56,159.6,2.8700000000000045,1
105.8,89.85,126.99,21.21,102.62,230.58,1487.42,0.97,232.79,15.950000000000003,0
102.8,77.49,114.22,38.84,1099.77,260.22,1491.98,0.33,217.01999999999998,25.310000000000002,1
98.28,71.14,76.98,41.01,1472.45,86.04,2553.94,0.95,175.26,27.14,1
75.79,91.73,124.39,10.11,353.36,190.12,1883.49,0.92,200.18,-15.939999999999998,0
86.1,56.56,96.82,20.95,269.03,177.84,2004.97,0.67,182.92,29.539999999999992,0
75.77,103.59,113.53,30.04,1049.69,193.03,2665.82,0.68,189.3,-27.820000000000007,0
69.36,103.67,87.74,44.83,1184.79,153.32,1526.47,0.98,157.1,-34.31,0
55.78,66.83,102.34,24.02,649.85,224.33,2279.72,0.93,158.12,-11.049999999999997,0
104.91,69.79,115.28,43.73,1183.84,192.54,2980.91,0.82,220.19,35.11999999999999,1
92.22,98.67,107.12,46.73,1054.12,214.86,2839.1,0.64,199.34,-6.450000000000003,0
66.04,109.84,54.04,33.52,232.76,277.55,2757.95,0.83,120.08000000000001,-43.8,0
124.95,106.72,114.11,46.27,590.98,203.95,1855.04,0.42,239.06,18.230000000000004,0
84.79,71.5,87.66,21.74,108.58,162.92,1538.46,0.51,172.45,13.290000000000006,0
100.89,91.32,116.4,25.71,280.73,289.79,1780.98,0.49,217.29000000000002,9.570000000000007,0
115.54,50.76,102.96,33.03,1235.8,117.77,2795.65,0.79,218.5,64.78,1
121.22,66.39,55.08,16.49,532.38,336.83,1427.14,0.64,176.3,54.83,1
115.73,101.59,51.78,36.83,990.89,259.22,2321.92,0.66,167.51,14.14,1
64.19,44.83,50.74,14.33,528.12,148.85,1655.42,0.46,114.93,19.36,1
85.79,74.03,77.04,17.96,401.46,82.17,2236.39,0.25,162.83,11.760000000000005,0
106.58,60.75,54.57,41.4,882.21,210.84,2170.53,0.68,161.15,45.83,1
51.55,93.13,96.84,28.55,335.34,341.51,2189.17,0.42,148.39,-41.58,0
115.19,94.84,52.5,22.38,817.81,189.18,2312.27,0.72,167.69,20.349999999999994,1
96.04,86.17,103.89,37.47,749.36,162.75,1517.73,0.9,199.93,9.870000000000005,0
70.61,70.98,125.52,15.06,1266.0,75.39,2738.13,0.5,196.13,-0.37000000000000455,0
102.18,66.92,62.51,47.32,1324.83,131.05,1489.67,0.22,164.69,35.260000000000005,1
86.32,76.83,80.4,25.95,712.92,204.69,2008.96,0.72,166.72,9.489999999999995,0
81.45,64.8,128.87,45.61,215.29,170.94,2615.77,0.3,210.32,16.650000000000006,0
74.23,81.01,95.67,43.69,818.17,317.56,1679.71,0.77,169.9,-6.780000000000001,0
58.53,55.7,124.79,22.48,230.56,320.42,1509.43,0.67,183.32,2.8299999999999983,0
61.27,97.65,90.92,16.5,622.63,199.4,1771.39,0.49,152.19,-36.38,0
70.78,40.08,125.61,37.27,383.47,196.38,1803.71,0.52,196.39,30.700000000000003,0
66.37,86.85,76.64,27.07,1403.43,147.1,1816.88,0.78,143.01,-20.47999999999999,1
94.3,72.22,71.6,21.85,551.58,222.05,1625.73,0.98,165.89999999999998,22.08,1
54.12,95.12,100.01,26.37,281.16,333.05,2370.25,0.98,154.13,-41.00000000000001,0
53.15,53.54,65.32,23.31,353.47,347.23,1431.62,0.23,118.47,-0.39000000000000057,0
116.54,102.86,100.96,47.86,863.33,295.54,2685.75,0.87,217.5,13.680000000000007,0
83.13,83.49,56.3,17.81,1319.64,222.85,1941.97,0.9,139.43,-0.35999999999999943,1
66.32,56.86,85.32,24.43,1403.44,303.27,1467.13,0.44,151.64,9.459999999999994,1
122.72,70.93,96.33,24.65,1284.37,144.95,1408.47,0.28,219.05,51.78999999999999,1
104.12,49.8,82.38,24.81,257.08,282.2,1341.5,0.95,186.5,54.32000000000001,0
73.18,84.64,128.12,47.73,255.47,285.49,2160.33,0.93,201.3,-11.459999999999994,0
109.72,40.14,79.32,46.43,1055.47,101.84,1388.67,0.99,189.04,69.58,1
113.2,68.54,91.41,10.56,1461.16,243.95,1644.97,0.52,204.61,44.66,1
81.76,77.49,66.09,12.05,1014.99,91.41,2519.36,0.54,147.85000000000002,4.27000000000001,1
97.89,83.74,99.05,27.44,1183.15,97.91,2518.43,0.26,196.94,14.150000000000006,1
113.66,95.41,65.6,13.19,644.83,340.04,2523.11,0.37,179.26,18.25,1
90.9,73.21,64.87,31.84,1101.94,148.09,2528.66,0.99,155.77,17.690000000000012,1
103.84,73.89,96.46,46.7,1393.93,148.88,2034.27,0.32,200.3,29.950000000000003,1
124.38,89.98,123.86,31.6,474.52,323.42,1379.08,0.71,248.24,34.39999999999999,0
79.86,67.67,90.25,21.44,1097.81,164.59,1339.21,0.68,170.11,12.189999999999998,1
124.13,74.26,71.65,39.71,858.3,256.55,2080.82,0.54,195.78,49.86999999999999,1
91.38,105.87,61.27,37.21,1384.69,108.05,2212.26,0.89,152.65,-14.490000000000009,0
63.99,41.47,88.91,47.75,1042.13,76.15,1377.2,0.79,152.9,22.520000000000003,1
118.1,91.01,119.35,14.77,1412.94,193.68,1768.77,0.37,237.45,27.08999999999999,1
120.41,47.4,82.97,49.94,1204.61,198.23,2214.76,0.22,203.38,73.00999999999999,1
110.22,40.9,115.82,26.68,187.24,195.9,1752.45,0.51,226.04,69.32,0
83.08,78.86,117.24,33.87,744.93,187.57,1385.18,0.69,200.32,4.219999999999999,0
126.77,40.69,70.96,17.31,559.34,192.49,1660.47,0.8,197.73,86.08,1
117.15,45.39,83.45,46.14,647.17,87.47,1919.13,0.22,200.60000000000002,71.76,1
105.28,86.5,94.93,19.27,153.2,164.86,1769.84,0.24,200.21,18.78,0
58.88,66.95,57.28,38.97,277.0,104.65,2119.54,0.44,116.16,-8.07,0
62.33,99.07,83.11,41.43,576.44,331.87,1390.35,0.72,145.44,-36.739999999999995,0
116.82,74.38,89.12,42.82,959.64,118.72,2047.42,0.46,205.94,42.44,1
86.49,43.96,57.26,30.71,715.29,102.48,2474.66,0.88,143.75,42.529999999999994,1
71.36,104.29,124.69,35.0,257.18,206.64,1514.1,0.98,196.05,-32.93000000000001,0
91.55,91.85,83.19,46.46,351.79,227.45,1560.09,0.51,174.74,-0.29999999999999716,0
78.4,65.92,122.32,46.45,788.26,339.93,2490.52,0.82,200.72,12.480000000000004,0
70.79,42.73,109.33,44.71,1049.8,105.57,2505.53,0.4,180.12,28.06000000000001,1
79.46,53.68,53.94,45.6,1343.35,129.91,1916.81,0.53,133.39999999999998,25.779999999999994,1
110.89,52.61,121.03,34.01,244.9,237.52,1593.86,0.89,231.92000000000002,58.28,0
125.72,56.57,60.72,25.92,681.78,338.31,2257.72,0.88,186.44,69.15,1
75.3,69.49,68.64,11.0,850.31,271.67,1976.85,0.57,143.94,5.810000000000002,0
126.62,77.61,86.33,29.01,1047.43,206.89,2063.54,0.83,212.95,49.010000000000005,1
85.67,77.9,82.53,16.69,1276.47,154.6,2975.31,0.42,168.2,7.769999999999996,1
69.01,97.73,60.88,36.38,648.37,145.83,1836.84,1.0,129.89000000000001,-28.72,0
63.26,53.0,126.82,36.18,1041.71,131.04,2273.2,0.67,190.07999999999998,10.259999999999998,0
110.95,49.36,102.32,18.96,303.79,321.53,1779.93,0.98,213.26999999999998,61.59,0
84.37,54.42,110.6,39.47,565.04,323.49,1713.96,0.42,194.97,29.950000000000003,0
95.38,54.98,97.27,39.52,173.74,283.6,1477.97,0.56,192.64999999999998,40.4,0
104.09,54.25,84.9,29.43,338.61,303.93,2075.71,0.33,188.99,49.84,0
52.93,95.48,94.47,11.9,905.16,318.04,2958.48,0.62,147.4,-42.550000000000004,0
106.3,77.63,101.5,28.71,1073.46,195.65,1786.39,0.68,207.8,28.67,1
129.98,95.88,122.13,47.34,1014.58,255.36,1675.81,0.33,252.10999999999999,34.099999999999994,1
121.62,50.64,61.07,37.81,140.4,202.8,1816.56,0.79,182.69,70.98,0
90.97,51.16,54.36,11.28,154.94,281.05,1603.82,0.3,145.32999999999998,39.81,0
126.52,48.67,53.03,24.05,1352.53,223.71,2909.06,0.21,179.55,77.85,1
113.08,105.67,91.61,21.34,514.62,75.23,2504.61,0.25,204.69,7.409999999999997,0
103.35,104.57,66.83,28.88,828.87,146.48,2054.91,0.43,170.18,-1.2199999999999989,0
103.31,43.99,114.72,25.24,358.35,200.89,1965.07,0.49,218.03,59.32,0
66.68,47.38,101.42,10.14,721.31,247.6,2109.96,0.8,168.10000000000002,19.300000000000004,1
78.49,75.69,95.78,32.41,472.72,157.8,1625.71,0.33,174.26999999999998,2.799999999999997,0
58.34,53.49,77.4,16.0,800.21,210.42,1988.03,0.61,135.74,4.850000000000001,0
57.09,67.65,126.02,16.86,1496.77,338.53,2187.28,0.51,183.11,-10.560000000000002,1
56.59,42.91,95.26,34.9,538.87,111.04,2781.72,0.25,151.85000000000002,13.680000000000007,0
55.83,59.54,120.55,27.28,1258.74,99.33,2649.75,0.93,176.38,-3.710000000000001,0
103.49,77.63,110.24,48.06,162.87,256.26,2266.57,0.33,213.73,25.86,0
95.66,103.74,73.69,42.69,1211.27,178.5,2933.91,0.8,169.35,-8.079999999999998,0
123.14,51.22,111.3,37.09,179.26,122.48,2836.94,0.27,234.44,71.92,0
102.25,92.6,73.1,36.85,886.66,136.14,2145.07,0.26,175.35,9.650000000000006,0
109.0,98.86,104.09,40.85,625.7,145.96,2792.04,0.8,213.09,10.14,0
84.42,86.07,94.19,10.47,472.04,348.97,1907.01,0.24,178.61,-1.6499999999999915,0
56.22,102.03,52.07,27.11,858.94,82.27,1496.92,0.94,108.28999999999999,-45.81,0
66.71,91.92,65.76,24.37,405.81,158.16,2354.52,0.92,132.47,-25.210000000000008,0
106.18,107.34,98.41,48.06,713.24,214.13,2913.52,0.31,204.59,-1.1599999999999966,0
110.09,96.75,115.73,25.94,554.41,276.4,2968.12,0.24,225.82,13.340000000000003,0
92.01,46.15,81.49,29.16,525.86,298.78,1672.41,0.21,173.5,45.86000000000001,1
93.13,104.04,75.77,12.68,852.34,103.85,2684.1,0.69,168.89999999999998,-10.91000000000001,0
112.66,69.61,110.29,44.59,233.96,159.45,1881.2,0.34,222.95,43.05,0
107.01,107.61,53.06,19.24,1370.21,333.76,2484.33,0.22,160.07,-0.5999999999999943,1
78.8,59.19,85.93,14.01,567.97,310.04,2724.29,0.74,164.73000000000002,19.61,1
109.85,50.9,120.12,20.22,1490.06,305.59,2951.37,0.73,229.97,58.949999999999996,1
65.57,64.42,66.69,29.46,1259.02,225.01,2476.23,0.34,132.26,1.1499999999999915,1
104.85,51.33,75.65,47.41,396.06,89.2,1549.69,0.29,180.5,53.519999999999996,0
77.23,98.91,51.77,47.22,718.95,241.7,2717.64,0.46,129.0,-21.679999999999993,0
94.98,50.27,62.58,34.59,1283.15,191.36,1783.76,0.39,157.56,44.71,1
114.35,77.01,92.99,32.82,794.44,125.92,2692.21,0.28,207.33999999999997,37.33999999999999,1
53.21,84.2,125.25,29.5,802.38,109.03,2995.3,0.81,178.46,-30.990000000000002,0
63.36,48.63,55.25,16.87,1483.3,235.03,2530.93,0.32,118.61,14.729999999999997,1
128.49,109.11,120.95,15.6,707.93,254.67,2833.38,0.59,249.44,19.38000000000001,0
124.36,61.83,83.21,29.95,257.78,317.63,2512.58,0.37,207.57,62.53,0
111.88,107.19,57.58,15.22,950.3,86.21,2056.44,0.73,169.45999999999998,4.689999999999998,0
52.82,61.54,114.25,36.25,1273.41,172.85,1405.78,0.98,167.07,-8.719999999999999,0
76.81,78.42,100.34,28.97,860.89,242.36,2241.38,0.59,177.15,-1.6099999999999994,0
94.85,107.31,97.74,18.36,198.28,120.05,1705.92,0.9,192.58999999999997,-12.460000000000008,0
103.8,56.24,110.95,31.1,1193.36,207.77,2505.06,0.3,214.75,47.559999999999995,1
107.12,84.88,103.66,37.15,225.58,251.41,2176.14,0.47,210.78,22.24000000000001,0
114.87,96.06,74.88,32.42,1425.29,289.73,2803.21,0.68,189.75,18.810000000000002,1
97.22,42.75,83.29,23.13,873.85,331.58,2090.65,0.67,180.51,54.47,1
115.33,92.58,50.31,10.73,924.1,281.53,1771.28,0.73,165.64,22.75,1
91.3,66.08,80.1,20.1,807.16,240.99,2156.92,0.3,171.39999999999998,25.22,1
114.55,86.68,95.2,31.97,465.13,321.9,2544.77,0.37,209.75,27.86999999999999,0
118.44,103.58,63.46,35.31,363.69,84.11,2605.75,0.75,181.9,14.86,0
60.04,79.52,75.84,14.26,857.29,179.79,1991.82,0.95,135.88,-19.479999999999997,0
54.63,84.2,50.73,48.88,386.75,252.5,2870.72,0.23,105.36,-29.57,0
103.04,45.89,88.63,49.57,265.65,133.01,2344.9,0.34,191.67000000000002,57.150000000000006,0
127.27,57.5,129.73,17.37,1424.4,309.18,2464.28,0.26,257.0,69.77,1
104.49,83.08,78.08,13.61,1219.93,180.23,2577.09,0.76,182.57,21.409999999999997,1
62.35,105.32,114.71,31.28,1410.27,246.02,1740.92,0.48,177.06,-42.96999999999999,0
