v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,driver_age,years_driving,km_driven,rel_v_oncoming,rel_v_followed,target
126.01,122.3,44.87,10.69,1969.15,158.94,2040.81,0.61,60.51,18.08,172.51,170.88,3.71,1
102.19,77.4,116.9,44.47,775.31,160.51,1557.56,0.33,63.25,46.11,475.89,219.09,24.79,0
130.81,51.56,142.02,22.32,1960.6,207.18,2777.77,0.37,31.53,30.44,414.74,272.83,79.25,1
58.65,73.51,35.9,16.66,1309.23,288.1,1472.82,0.43,41.17,13.73,323.34,94.55,-14.86,1
79.16,72.35,71.84,31.17,447.46,243.02,2450.62,0.43,43.2,31.0,335.33,151.0,6.81,0
75.57,44.4,62.49,36.65,441.13,254.82,2090.91,0.69,78.53,14.18,466.26,138.06,31.17,1
128.09,66.06,39.7,39.6,627.66,178.42,2999.64,0.36,37.45,11.8,322.87,167.79,62.03,1
120.94,54.81,99.6,94.35,1337.22,237.54,1855.15,0.22,87.4,35.89,478.77,220.54,66.13,1
72.94,44.1,31.79,31.08,1242.84,214.43,1335.17,0.97,86.66,19.79,433.81,104.73,28.84,1
141.95,50.68,40.24,33.72,1710.1,60.84,1370.38,0.62,69.4,48.13,78.0,182.19,91.27,1
88.08,88.95,75.24,49.5,359.52,212.75,2226.47,0.69,62.71,1.01,457.85,163.32,-0.87,0
40.21,125.15,86.04,74.56,1213.22,112.79,2817.88,0.38,80.42,38.17,13.19,126.25,-84.94,0
145.28,57.61,34.35,20.07,1311.65,67.92,2174.76,0.42,64.22,42.84,121.98,179.63,87.67,1
117.52,79.12,149.54,64.88,1591.84,195.66,2083.64,0.63,77.32,14.54,207.82,267.06,38.4,1
141.38,90.48,132.65,50.75,222.64,157.09,2456.85,0.81,44.54,38.9,154.64,274.03,50.9,0
139.1,41.61,63.23,59.81,448.79,127.92,1737.56,0.97,73.98,37.78,180.33,202.33,97.49,1
65.14,64.55,35.06,59.5,567.22,98.33,2467.15,0.76,43.11,19.05,480.08,100.2,0.59,0
39.76,112.82,71.33,12.06,200.98,201.39,1784.6,0.95,70.02,3.97,480.29,111.09,-73.06,0
63.67,52.6,72.43,79.73,282.86,283.1,2681.12,0.1,73.04,15.31,189.81,136.1,11.07,0
74.2,76.64,40.06,15.26,1712.31,297.83,1634.63,0.75,15.49,34.24,181.56,114.26,-2.44,1
46.22,59.11,141.26,53.34,1802.51,60.32,2803.03,0.85,72.73,41.63,82.55,187.48,-12.89,0
134.19,123.48,77.84,91.02,759.0,212.18,1359.05,0.83,82.33,19.77,231.64,212.03,10.71,0
93.79,83.08,45.38,94.74,1810.26,123.36,1742.38,0.41,84.87,17.88,83.66,139.17,10.71,0
55.4,91.94,139.55,97.88,1951.78,218.87,1489.79,0.34,62.69,48.7,432.65,194.95,-36.54,0
123.04,128.92,33.77,73.71,175.23,185.51,2811.11,0.37,64.84,40.11,80.58,156.81,-5.88,0
109.58,98.72,94.91,40.3,1716.98,152.86,2547.78,0.92,66.23,11.9,131.1,204.49,10.86,1
54.16,23.77,69.77,59.15,1599.12,204.99,2691.81,0.26,78.62,32.82,262.72,123.93,30.39,1
77.23,39.87,147.91,84.99,674.49,127.88,1922.42,0.57,80.6,18.68,240.35,225.14,37.36,0
33.65,119.73,148.32,16.73,1396.14,233.47,1802.1,0.77,87.61,11.18,439.95,181.97,-86.08,1
120.22,68.16,113.91,46.5,1689.05,124.72,1403.03,0.49,82.2,6.17,410.77,234.13,52.06,1
144.1,107.83,37.88,87.4,674.12,243.88,1577.74,0.84,72.12,14.65,112.61,181.98,36.27,0
110.59,25.42,133.85,31.93,165.14,280.24,2849.81,0.5,88.0,48.04,263.63,244.44,85.17,0
65.44,50.52,71.59,21.44,509.87,212.12,2441.9,0.63,81.7,14.59,295.4,137.03,14.92,0
55.73,78.28,54.72,83.41,1323.34,217.66,2602.21,0.84,72.34,4.61,115.21,110.45,-22.55,0
34.74,91.59,46.4,11.72,1934.56,216.57,1560.64,0.44,77.52,27.12,312.47,81.14,-56.85,1
127.08,94.16,134.86,96.68,1377.32,120.78,1627.63,0.14,60.52,32.6,358.84,261.94,32.92,1
103.8,42.44,111.78,70.21,1694.85,183.79,1535.36,0.96,61.11,26.77,233.08,215.58,61.36,1
85.16,55.69,75.14,26.66,782.42,257.57,2830.96,0.38,26.22,30.15,88.57,160.3,29.47,1
127.86,29.39,66.45,12.52,1412.74,103.87,2721.57,0.76,76.72,15.15,26.04,194.31,98.47,1
149.39,33.93,118.09,80.07,225.49,187.89,2277.74,0.6,43.42,4.33,28.97,267.48,115.46,0
124.05,118.35,147.26,15.58,1337.14,136.94,2051.94,0.67,15.83,9.81,201.43,271.31,5.7,0
93.82,28.37,127.97,51.07,990.51,251.26,2576.95,0.98,16.37,17.99,190.19,221.79,65.45,1
31.4,97.49,122.98,60.89,1212.13,148.39,2905.18,0.35,60.49,36.31,438.81,154.38,-66.09,0
94.74,85.29,98.93,19.86,1443.24,129.34,2472.58,0.92,57.9,33.9,309.51,193.67,9.45,1
97.46,92.29,84.75,66.71,1641.65,150.38,1480.81,0.14,24.57,16.54,88.95,182.21,5.17,0
145.53,93.18,140.78,40.02,101.88,163.33,2712.73,0.37,65.12,31.43,41.43,286.31,52.35,0
33.05,66.39,58.94,70.25,1899.77,205.89,2782.85,0.23,79.01,44.59,37.65,91.99,-33.34,1
102.95,114.0,70.75,29.34,1365.75,137.59,2765.89,0.55,36.06,48.08,38.13,173.7,-11.05,0
76.52,102.57,118.58,88.66,215.96,121.99,2081.74,0.6,88.29,31.05,294.59,195.1,-26.05,0
63.22,75.45,121.81,55.17,1696.33,286.77,1729.26,0.97,74.21,24.05,73.64,185.03,-12.23,0
85.51,90.98,50.39,75.86,1301.81,283.31,1391.21,0.46,67.16,26.77,292.11,135.9,-5.47,0
66.92,81.42,54.61,15.6,342.09,117.79,2862.88,0.5,42.6,32.59,157.97,121.53,-14.5,0
44.63,47.54,132.17,69.54,1746.89,77.58,1356.03,0.79,54.03,46.25,473.25,176.8,-2.91,0
116.42,111.61,116.58,41.62,1214.09,220.91,2569.45,0.72,87.1,15.29,395.85,233.0,4.81,0
128.83,59.3,88.6,21.34,670.47,211.4,2262.19,0.87,58.15,13.61,185.12,217.43,69.53,1
98.59,113.98,135.17,39.06,1222.8,214.76,2048.32,0.53,48.91,29.21,419.16,233.76,-15.39,0
47.1,112.8,128.01,25.89,494.31,239.38,2784.08,0.31,79.98,42.63,327.26,175.11,-65.7,0
61.34,75.15,134.41,93.91,1235.07,261.95,1995.26,0.95,54.48,35.12,392.13,195.75,-13.81,0
134.81,126.53,46.01,98.47,383.12,95.88,2801.04,0.53,89.68,28.57,474.11,180.82,8.28,0
92.57,71.64,89.39,86.07,1019.04,180.14,2267.97,0.43,20.92,47.26,443.93,181.96,20.93,0
104.0,29.47,132.27,14.13,410.42,153.15,1559.38,0.38,45.95,32.26,403.42,236.27,74.53,1
114.87,26.65,49.54,88.21,222.17,299.3,2082.79,0.69,18.71,3.53,84.41,164.41,88.22,0
66.35,35.37,141.14,93.78,1670.32,70.8,1998.88,0.9,29.23,49.83,380.77,207.49,30.98,1
86.67,24.22,61.95,54.17,1970.19,124.68,2442.72,0.97,35.38,15.41,132.08,148.62,62.45,1
71.86,94.45,146.7,10.03,283.77,145.81,2196.46,0.22,33.36,4.35,287.27,218.56,-22.59,0
146.43,98.01,117.34,81.96,1550.23,288.2,2195.06,0.52,70.86,18.26,245.77,263.77,48.42,1
34.81,70.27,83.96,53.3,1130.37,148.06,2838.05,0.14,54.92,39.53,315.41,118.77,-35.46,0
61.15,91.75,144.65,75.15,717.11,78.17,2869.45,0.88,21.24,39.95,81.77,205.8,-30.6,0
129.78,76.26,86.31,60.31,528.0,170.59,2360.63,0.55,19.13,39.58,484.94,216.09,53.52,0
121.2,61.82,71.05,79.76,1275.73,169.87,2372.69,0.73,31.18,31.85,229.79,192.25,59.38,1
115.96,125.78,57.0,22.91,160.11,166.97,2783.95,0.48,63.23,43.25,72.79,172.96,-9.82,0
43.43,58.75,80.01,68.68,717.95,60.61,1700.32,0.26,28.15,37.56,372.61,123.44,-15.32,0
103.2,65.63,133.49,94.46,843.29,261.07,1593.25,0.3,71.28,2.65,371.43,236.69,37.57,0
41.26,113.87,110.14,26.26,1884.4,61.92,1351.35,0.59,81.53,37.02,256.15,151.4,-72.61,1
144.92,92.54,133.29,21.62,1876.86,75.58,1473.56,0.85,61.53,43.45,133.51,278.21,52.38,1
143.53,84.73,74.23,40.76,1070.86,289.2,1524.24,0.81,28.08,9.02,112.81,217.76,58.8,1
130.88,57.42,104.93,86.77,285.64,257.27,1839.13,0.75,75.14,18.78,300.52,235.81,73.46,0
48.76,32.6,31.88,65.65,315.11,223.31,2794.24,0.37,36.75,44.84,406.57,80.64,16.16,0
145.68,24.22,111.63,39.31,1546.86,294.64,1789.0,0.96,17.22,27.4,457.48,257.31,121.46,1
87.86,56.19,38.89,84.59,1371.65,281.3,1993.89,0.67,75.08,16.41,106.73,126.75,31.67,1
54.52,29.42,119.61,46.76,1957.84,134.38,1630.59,0.31,85.11,1.03,497.22,174.13,25.1,1
37.84,33.95,140.9,62.6,1550.06,135.04,2647.65,0.35,77.14,25.91,450.78,178.74,3.89,0
54.59,88.55,47.89,65.39,477.23,174.79,2210.34,0.53,69.73,25.9,370.37,102.48,-33.96,0
95.98,99.25,69.86,74.17,1977.67,199.87,1662.31,0.78,16.5,16.87,322.37,165.84,-3.27,0
138.31,126.34,63.45,23.76,763.3,212.61,2429.22,0.82,18.07,33.32,324.21,201.76,11.97,0
125.84,124.99,108.5,77.97,139.19,255.09,1336.32,0.72,55.49,35.97,80.11,234.34,0.85,0
34.71,100.55,131.85,51.86,1945.53,150.47,2909.41,0.72,38.76,21.01,360.12,166.56,-65.84,0
119.12,65.95,73.58,41.05,674.67,117.71,1624.01,0.21,32.64,22.14,134.06,192.7,53.17,1
143.88,45.55,34.86,23.21,1995.34,124.24,1988.38,0.41,55.66,20.66,288.71,178.74,98.33,1
45.69,37.71,83.92,87.33,1139.92,204.72,2734.59,0.82,53.19,12.34,26.72,129.61,7.98,0
117.11,101.24,116.09,83.63,1113.89,59.96,2186.6,0.66,25.9,20.07,21.77,233.2,15.87,0
107.46,37.88,127.25,58.94,1753.67,118.65,2799.4,0.7,49.21,37.76,77.33,234.71,69.58,1
34.44,88.55,62.75,51.38,687.15,204.58,1829.68,0.99,67.25,31.24,184.51,97.19,-54.11,0
59.28,26.31,95.47,14.29,905.5,293.97,1850.42,0.44,19.63,4.98,206.66,154.75,32.97,1
73.11,84.48,61.08,33.56,751.41,122.86,1416.36,0.69,54.67,7.57,98.4,134.19,-11.37,0
137.65,27.02,121.52,92.16,300.38,139.33,2520.55,0.64,39.19,13.06,169.9,259.17,110.63,0
43.79,109.37,146.41,96.9,154.4,245.98,1836.85,0.79,66.74,49.51,305.46,190.2,-65.58,0
50.96,98.78,66.42,40.77,1254.78,194.11,2743.4,0.16,21.33,23.37,346.95,117.38,-47.82,0
96.4,41.04,30.58,90.16,1311.72,149.88,2399.99,0.97,79.87,31.75,105.68,126.98,55.36,1
33.81,45.47,58.48,79.66,1499.06,193.96,1940.11,0.7,65.38,37.88,190.37,92.29,-11.66,0
120.48,70.19,104.03,77.57,1014.14,71.41,1744.35,0.96,56.16,31.22,151.05,224.51,50.29,1
142.89,110.49,40.07,58.02,1580.19,127.03,2765.28,0.2,84.12,48.54,22.6,182.96,32.4,1
115.77,68.29,93.74,98.4,1680.14,111.83,2401.89,0.63,87.74,27.7,145.52,209.51,47.48,1
95.0,28.27,103.73,72.44,960.94,181.77,1361.31,0.28,51.11,31.53,120.56,198.73,66.73,1
134.8,42.65,56.0,83.12,1178.32,111.79,2193.9,0.31,45.77,9.26,70.99,190.8,92.15,1
79.9,92.95,118.84,32.61,118.48,221.27,2760.68,0.54,49.97,16.58,119.42,198.74,-13.05,0
127.89,63.72,111.96,49.9,1310.84,152.65,2944.87,0.49,36.51,26.53,326.67,239.85,64.17,1
113.74,92.32,107.52,32.21,1287.2,111.47,1810.03,0.14,71.44,1.78,136.99,221.26,21.42,1
86.4,48.82,74.8,75.24,1527.0,135.41,2870.91,0.52,81.4,20.61,154.72,161.2,37.58,1
71.15,118.04,82.48,98.42,536.69,96.0,2909.96,0.38,49.28,14.12,300.76,153.63,-46.89,0
92.97,92.41,34.78,73.58,478.79,106.25,2982.57,0.6,82.84,35.45,487.33,127.75,0.56,0
46.74,67.89,33.42,84.89,707.69,103.68,2041.3,0.69,89.66,5.03,367.1,80.16,-21.15,0
54.64,34.0,141.32,23.3,1513.38,112.93,2834.83,0.47,35.47,38.48,31.79,195.96,20.64,1
121.64,66.12,109.15,75.74,1680.27,68.65,1416.42,0.4,46.41,20.72,421.58,230.79,55.52,1
126.82,114.98,137.19,90.8,188.17,263.94,2870.95,0.8,36.4,13.4,300.79,264.01,11.84,0
41.24,38.48,145.8,99.35,1281.47,129.65,2598.76,0.97,67.99,28.5,420.99,187.04,2.76,0
63.23,46.75,134.92,73.24,1958.85,85.06,1843.03,0.32,69.29,29.47,460.05,198.15,16.48,1
42.18,108.2,124.63,81.6,1587.72,170.99,2418.35,0.69,26.2,49.58,354.65,166.81,-66.02,0
66.95,80.8,89.5,72.6,1134.64,254.49,1315.9,0.63,32.44,14.71,489.94,156.45,-13.85,0
101.55,59.17,30.29,28.92,1703.75,269.53,2850.0,0.61,42.14,47.05,81.09,131.84,42.38,1
56.25,37.2,132.33,68.3,141.48,124.74,2343.91,0.26,72.9,1.2,482.48,188.58,19.05,0
115.09,62.06,32.77,67.1,292.14,83.87,1931.63,0.97,37.05,12.75,141.73,147.86,53.03,0
78.85,111.26,107.15,87.13,1347.09,191.34,1330.02,0.98,34.08,3.26,368.19,186.0,-32.41,0
48.2,103.83,35.74,19.63,816.46,254.87,2924.4,0.47,59.36,44.53,166.83,83.94,-55.63,1
58.47,86.9,124.09,58.55,796.15,80.48,1366.62,1.0,45.66,46.37,100.09,182.56,-28.43,0
62.96,97.96,103.36,84.59,860.77,180.59,2413.64,0.34,61.36,13.46,387.3,166.32,-35.0,0
87.74,52.15,74.49,54.64,1290.76,239.76,2395.42,0.98,48.35,46.85,282.63,162.23,35.59,1
121.42,57.05,70.31,92.97,1752.57,111.94,2199.5,0.97,65.63,14.79,194.72,191.73,64.37,1
136.43,85.89,67.71,39.5,211.73,127.17,1432.15,0.98,75.99,32.62,156.94,204.14,50.54,0
96.88,56.66,52.22,11.18,1976.64,104.61,2664.5,0.97,42.54,24.7,94.81,149.1,40.22,1
49.05,120.02,138.71,45.93,255.42,209.85,2646.29,0.83,71.97,39.73,263.66,187.76,-70.97,0
59.64,128.5,110.64,64.75,774.03,287.66,2837.97,0.34,76.34,7.17,429.74,170.28,-68.86,0
80.62,68.7,31.0,90.8,1339.67,130.77,2142.26,0.26,27.14,31.6,57.54,111.62,11.92,0
101.23,20.08,144.29,12.25,1820.25,256.42,2918.04,0.87,89.56,32.64,398.8,245.52,81.15,1
101.08,94.1,100.77,85.91,1762.4,137.06,1688.8,0.24,64.39,46.82,335.81,201.85,6.98,0
57.89,121.19,116.97,69.53,172.86,181.61,1775.86,0.97,68.69,13.0,310.24,174.86,-63.3,0
103.54,23.19,148.2,22.51,990.68,138.54,2038.47,0.67,56.28,27.62,372.58,251.74,80.35,1
109.36,101.34,117.12,49.52,105.18,96.53,2092.93,0.18,81.59,23.59,208.98,226.48,8.02,0
89.33,65.22,69.29,73.85,1141.04,54.81,2346.12,0.55,45.22,9.76,441.41,158.62,24.11,1
64.96,123.17,99.61,11.59,479.3,178.79,1314.69,0.37,89.31,4.94,188.56,164.57,-58.21,0
33.92,113.9,91.45,95.85,251.69,211.23,1357.7,0.47,69.4,37.67,282.56,125.37,-79.98,0
110.02,29.92,50.86,75.9,552.61,109.98,2395.04,0.11,47.05,49.65,405.6,160.88,80.1,1
56.93,61.39,55.14,30.69,129.62,281.96,2764.77,0.92,34.52,14.87,233.5,112.07,-4.46,0
96.46,47.63,144.03,60.87,1029.95,227.38,1329.09,0.39,82.29,37.8,149.89,240.49,48.83,1
84.16,56.91,122.59,95.73,574.01,163.85,2149.77,0.22,43.23,14.43,350.55,206.75,27.25,0
50.27,49.5,53.24,40.72,1717.27,85.01,2120.41,0.18,50.85,37.67,474.18,103.51,0.77,1
58.05,123.02,34.01,28.11,694.54,127.21,1991.4,0.62,55.6,24.54,32.4,92.06,-64.97,0
110.13,77.22,131.21,19.78,821.95,293.09,1527.67,0.57,18.68,17.16,377.52,241.34,32.91,1
101.68,43.89,60.13,25.5,1908.49,117.32,2837.98,0.54,78.99,43.22,396.21,161.81,57.79,1
39.53,47.72,45.69,66.43,1963.24,157.33,1706.35,0.22,89.5,30.9,36.68,85.22,-8.19,1
144.95,42.18,72.23,45.85,399.16,207.09,1304.52,0.86,71.28,11.44,218.08,217.18,102.77,1
67.51,57.1,70.23,27.37,1809.06,216.93,2887.9,0.38,26.53,48.17,275.76,137.74,10.41,1
116.66,76.4,69.64,44.96,1245.78,195.96,1710.38,0.99,32.71,6.27,230.65,186.3,40.26,1
115.41,80.38,65.13,90.84,1589.85,200.01,1311.75,0.76,40.85,25.98,53.36,180.54,35.03,1
144.34,56.85,38.72,30.29,616.14,298.05,1862.97,0.76,81.1,38.82,178.67,183.06,87.49,1
98.83,55.76,99.6,78.34,508.41,245.16,2605.37,0.6,89.38,20.57,477.47,198.43,43.07,0
71.46,64.45,123.34,88.66,757.32,214.75,1796.08,0.94,79.12,12.91,407.44,194.8,7.01,0
97.48,73.36,37.82,48.08,1708.86,258.99,2230.29,0.63,37.83,43.14,454.46,135.3,24.12,1
112.39,77.03,144.79,91.46,1564.04,286.64,2848.33,0.6,68.32,36.56,138.88,257.18,35.36,1
104.35,43.13,41.81,76.09,975.34,120.82,1576.59,0.33,80.16,24.71,376.05,146.16,61.22,1
108.33,82.24,36.66,71.88,1852.17,126.81,2762.71,0.53,52.06,27.27,261.81,144.99,26.09,1
137.75,127.37,89.16,83.36,194.37,261.2,2057.7,0.16,86.31,49.89,278.08,226.91,10.38,0
89.08,28.62,149.06,56.35,1450.01,255.59,2459.7,0.6,73.71,4.24,222.96,238.14,60.46,1
62.79,36.66,82.95,82.41,1756.17,226.81,1875.92,0.64,88.98,25.51,88.38,145.74,26.13,1
144.06,67.32,69.57,32.3,1870.01,129.31,1664.76,0.41,64.95,36.69,258.89,213.63,76.74,1
137.29,83.64,125.52,23.68,931.65,255.2,2473.79,0.97,32.26,43.78,333.75,262.81,53.65,1
39.8,91.25,72.74,31.82,1543.2,219.69,1429.17,0.23,52.24,1.27,348.94,112.54,-51.45,1
76.01,77.14,87.1,58.14,1170.85,177.87,2244.29,0.54,17.59,40.91,90.6,163.11,-1.13,0
69.34,33.48,123.69,40.44,1273.69,243.35,2722.83,0.92,26.82,36.37,243.45,193.03,35.86,1
144.61,69.46,93.72,32.65,1515.92,79.11,2979.14,0.47,67.72,37.73,413.68,238.33,75.15,1
70.59,88.1,123.41,70.5,871.91,160.71,2798.25,0.64,51.98,15.4,160.26,194.0,-17.51,0
67.84,124.4,75.67,54.44,1250.31,186.35,1890.29,0.55,19.1,39.49,435.27,143.51,-56.56,0
40.97,92.97,82.37,56.79,1728.93,287.11,2991.47,0.41,60.65,42.64,173.62,123.34,-52.0,1
47.29,64.62,126.35,42.56,497.45,195.2,2138.9,0.58,20.93,20.95,422.88,173.64,-17.33,0
65.51,34.9,123.96,51.37,811.43,267.27,1432.68,0.56,47.5,23.52,325.59,189.47,30.61,1
97.75,110.94,78.85,54.6,179.68,256.25,1548.13,0.58,65.14,9.93,457.07,176.6,-13.19,0
41.72,126.68,64.98,52.47,547.95,164.92,1547.46,0.54,85.72,38.76,290.19,106.7,-84.96,0
74.29,49.54,90.06,33.71,400.91,64.33,2696.05,0.3,21.0,46.67,151.47,164.35,24.75,0
91.35,114.72,38.9,33.92,906.43,85.48,1401.9,0.15,23.18,43.44,297.97,130.25,-23.37,0
140.49,97.39,63.82,37.84,847.12,160.07,1791.58,0.24,32.44,7.97,31.09,204.31,43.1,1
92.81,91.07,131.33,29.37,1456.83,185.91,2449.05,0.81,66.62,33.11,307.67,224.14,1.74,0
129.76,114.9,42.54,80.22,1660.17,88.06,2486.22,0.63,27.74,42.61,460.36,172.3,14.86,1
140.69,51.97,133.04,49.97,1110.53,284.02,2160.35,0.36,81.23,31.82,448.38,273.73,88.72,1
106.92,117.93,31.05,54.52,1399.83,238.26,2044.09,0.71,84.7,33.39,367.76,137.97,-11.01,0
55.0,117.24,40.4,22.47,1701.73,54.51,1698.08,0.5,60.04,35.83,175.99,95.4,-62.24,1
101.58,120.19,44.89,68.85,513.24,116.95,1679.76,0.27,49.63,35.54,143.06,146.47,-18.61,0
51.03,41.64,56.1,59.29,1295.19,83.67,2252.01,0.4,53.49,6.85,327.51,107.13,9.39,1
139.72,43.33,53.77,25.54,394.23,206.74,2828.52,0.35,27.95,37.24,436.04,193.49,96.39,1
74.94,63.3,74.84,54.97,1487.0,76.72,2384.85,0.65,37.42,17.17,424.38,149.78,11.64,1
49.07,46.48,48.67,52.42,826.36,61.51,2303.38,0.37,61.23,16.74,314.11,97.74,2.59,0
50.7,33.92,139.04,88.67,1567.45,65.14,1633.53,0.86,39.13,17.52,408.32,189.74,16.78,0
104.41,89.37,51.92,69.85,1195.96,271.27,2606.74,0.8,89.09,17.38,62.62,156.33,15.04,0
104.44,90.3,146.56,91.7,352.61,205.13,2012.25,0.82,25.33,5.27,439.9,251.0,14.14,0
77.88,84.44,50.38,21.5,982.54,265.4,1399.14,0.59,46.91,20.29,222.65,128.26,-6.56,0
130.6,78.16,79.53,58.15,1656.0,265.53,2141.32,0.61,44.7,3.07,365.5,210.13,52.44,1
121.63,51.39,103.11,84.0,1160.41,299.6,1844.48,0.61,80.91,20.07,84.93,224.74,70.24,1
71.02,43.11,138.66,91.86,1695.82,201.6,2311.43,0.51,35.61,20.46,474.06,209.68,27.91,1
146.14,34.4,91.87,11.1,1180.72,60.55,1611.44,0.32,79.96,14.47,441.81,238.01,111.74,1
58.51,86.42,142.84,12.78,1372.52,182.97,1692.17,0.32,26.72,28.34,352.16,201.35,-27.91,1
61.47,124.75,83.78,87.01,806.05,299.5,2538.06,0.5,44.87,40.95,397.07,145.25,-63.28,0
132.6,70.3,126.45,82.68,1404.98,210.53,1488.1,0.35,62.49,12.1,132.4,259.05,62.3,1
56.25,56.23,52.43,93.15,1960.94,89.0,1846.39,0.89,63.43,10.12,143.85,108.68,0.02,0
149.54,97.45,51.19,64.3,620.69,75.4,2735.1,0.14,45.38,49.39,323.8,200.73,52.09,1
141.71,41.04,42.08,98.97,161.37,207.81,2821.87,0.6,82.89,21.64,190.15,183.79,100.67,0
149.49,49.9,137.34,84.2,1636.72,87.78,2479.82,0.27,61.95,5.94,86.81,286.83,99.59,1
74.13,46.19,115.69,84.97,536.66,147.55,1465.22,0.99,17.89,5.09,93.03,189.82,27.94,0
144.81,80.4,94.6,58.48,1629.23,277.35,2837.61,0.12,52.83,29.86,153.61,239.41,64.41,1
31.46,48.31,145.88,93.77,1860.58,287.05,2395.81,0.37,45.13,32.37,12.7,177.34,-16.85,0
34.67,53.75,96.11,73.82,1549.37,96.62,1873.01,0.52,21.0,35.35,104.69,130.78,-19.08,0
121.23,129.21,59.29,81.52,296.22,126.05,2742.25,0.65,15.56,3.61,327.39,180.52,-7.98,0
100.56,68.49,48.14,56.11,574.74,250.49,2820.86,0.4,56.68,39.58,225.61,148.7,32.07,1
128.09,69.16,86.86,94.06,1590.82,256.51,1656.3,0.11,50.61,34.93,140.67,214.95,58.93,1
71.96,67.66,149.38,89.43,406.06,269.03,2194.21,0.63,32.19,28.2,382.63,221.34,4.3,0
57.33,109.97,114.66,80.07,1168.22,261.33,1510.24,0.94,33.31,30.49,18.59,171.99,-52.64,0
148.74,38.38,93.55,79.98,1625.79,184.79,1817.14,0.53,65.19,24.8,431.14,242.29,110.36,1
38.52,63.59,68.83,72.41,849.59,100.25,2528.33,1.0,83.48,24.37,243.71,107.35,-25.07,0
87.06,47.42,74.53,72.21,428.82,159.22,1597.12,0.62,76.97,37.83,34.42,161.59,39.64,0
51.69,124.4,84.26,59.67,1934.54,254.09,1784.25,0.29,65.12,31.12,410.12,135.95,-72.71,0
38.04,126.64,93.9,92.96,1740.43,200.81,2856.81,0.14,69.83,25.1,250.49,131.94,-88.6,0
118.19,93.85,87.8,31.77,604.77,107.29,1697.44,0.21,23.87,22.98,311.01,205.99,24.34,0
42.3,22.42,110.56,22.68,682.13,233.93,2598.98,0.83,18.22,38.01,140.66,152.86,19.88,1
139.8,110.31,99.58,21.38,1398.82,247.2,1489.5,0.9,52.89,9.47,453.08,239.38,29.49,1
118.56,109.2,132.35,15.36,734.17,236.54,2709.69,0.69,22.25,19.85,475.14,250.91,9.36,0
53.63,121.66,148.08,66.84,1913.54,191.82,1810.19,0.33,71.96,41.97,113.77,201.71,-68.03,0
37.14,114.78,148.28,64.92,430.92,185.37,2774.98,0.38,63.28,47.25,456.9,185.42,-77.64,0
53.26,123.06,96.66,99.12,1875.67,56.69,2218.82,0.59,23.02,45.25,71.69,149.92,-69.8,0
39.32,105.75,102.67,81.33,1886.79,139.12,2482.86,0.37,63.2,17.14,284.61,141.99,-66.43,0
36.2,106.23,143.39,50.84,579.51,193.29,2293.63,0.12,80.18,12.61,314.86,179.59,-70.03,0
90.41,69.39,119.8,71.29,1676.4,245.74,2022.63,0.55,29.72,14.3,434.45,210.21,21.02,1
63.99,71.6,64.19,27.37,1391.54,142.44,1412.59,0.38,60.21,11.13,153.1,128.18,-7.61,1
123.58,81.78,102.03,61.78,193.63,228.4,2128.93,0.32,45.16,16.0,449.81,225.61,41.8,0
56.47,72.12,45.79,17.48,1727.85,225.46,1509.61,0.98,58.87,18.65,308.72,102.26,-15.65,1
78.23,62.58,124.07,64.35,481.52,140.45,2104.18,0.3,42.93,13.27,205.96,202.3,15.65,0
108.2,96.21,121.01,57.62,1774.57,121.08,2767.55,0.16,89.7,3.85,410.13,229.21,11.99,0
57.9,79.55,85.28,74.14,307.13,68.19,1779.22,0.95,37.58,49.24,454.49,143.18,-21.65,0
73.25,69.74,46.9,98.55,1831.49,224.57,1384.12,0.69,74.5,13.98,203.66,120.15,3.51,0
116.17,106.11,101.79,49.63,1677.14,200.08,2209.26,0.43,16.09,25.21,429.89,217.96,10.06,0
136.65,25.72,119.53,84.71,881.2,213.38,2919.69,0.39,46.18,38.83,142.0,256.18,110.93,1
78.18,51.93,52.45,92.92,971.74,117.4,2124.41,0.76,43.48,13.38,103.75,130.63,26.25,1
77.01,28.78,98.28,46.71,798.33,205.7,2291.11,0.9,59.48,21.08,416.27,175.29,48.23,1
129.55,53.6,46.45,64.1,943.85,123.93,1555.01,0.32,82.78,38.58,494.97,176.0,75.95,1
103.67,108.56,99.47,65.18,1124.08,216.76,1384.99,0.9,61.85,39.56,462.18,203.14,-4.89,0
95.34,57.09,70.62,21.69,1884.23,264.92,2701.78,0.52,30.48,22.14,319.74,165.96,38.25,1
34.99,26.41,143.03,32.06,1021.6,115.8,2193.55,0.42,25.8,25.86,170.62,178.02,8.58,0
43.82,69.91,81.79,46.28,1170.14,267.71,1717.49,0.99,71.57,44.54,176.84,125.61,-26.09,0
76.42,100.26,39.06,20.39,349.69,78.96,2450.04,0.61,48.23,26.28,334.92,115.48,-23.84,0
84.98,122.83,93.86,95.87,1220.21,65.97,2989.45,0.18,31.37,16.53,206.8,178.84,-37.85,0
32.16,49.39,148.99,65.99,361.82,168.19,2166.99,0.31,67.24,20.95,204.0,181.15,-17.23,0
